Suburb,Location [Deg],Distance to CBD [km],Price [$],Venue #1,Venue #2,Venue #3,Venue #4,Venue #5,Venue #6,Venue #7,Venue #8,Venue #9,Venue #10
Glebe,"(-33.8777782, 151.1862377)",3.7820855054675913,"1,951,700",Cafe,Park,Hotel,Beach,Thai Restaurant,Italian Restaurant,Fish & Chips Shop,Bar,French Restaurant,Pizza Place
Cecil Park,"(-33.8922547, 150.8135524)",37.507611551495685,"1,946,600",Neighborhood,Harbor / Marina,Pier,Cafe,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Burwood Heights,"(-33.8894444, 151.1038889)",11.100562902728054,"1,936,600",Trail,Scenic Lookout,Train Station,Flea Market,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Turramurra,"(-33.7354346, 151.1300645)",15.470701321062913,"1,935,200",Japanese Restaurant,Cafe,Thai Restaurant,Bakery,Supermarket,Burger Joint,Pizza Place,Cocktail Bar,Shopping Mall,Grocery Store
Middle Cove,"(-33.7927992, 151.2112471)",6.895688660825868,"1,928,700",Pier,Scenic Lookout,Boat or Ferry,Beach,Cafe,Convenience Store,Park,Liquor Store,Thai Restaurant,Tennis Court
Yowie Bay,"(-34.0502778, 151.1033333)",24.07073912719114,"1,926,800",Soccer Field,Pharmacy,Arcade,Gymnastics Gym,Gourmet Shop,Food & Drink Shop,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Abbotsford,"(-33.8505529, 151.129759)",8.037009796955877,"1,909,100",Cafe,Beach,Bar,Park,Ice Cream Shop,Grocery Store,Mexican Restaurant,Tapas Restaurant,Burger Joint,Seafood Restaurant
Collaroy Plateau,"(-33.7303841, 151.2910394)",15.433714482368428,"1,900,100",Cafe,Coffee Shop,Japanese Restaurant,Thai Restaurant,Vietnamese Restaurant,Bar,Asian Restaurant,Pizza Place,South Indian Restaurant,Chinese Restaurant
Balmain,"(-33.8583992, 151.1807353)",3.329202813992338,"1,892,000",Park,Cafe,Pizza Place,Convenience Store,Asian Restaurant,Flower Shop,Grocery Store,Chinese Restaurant,Thai Restaurant,Fast Food Restaurant
Maraylya,"(-33.5913984, 150.9221281)",39.97265875345995,"1,884,000",Cafe,Surf Spot,Coffee Shop,Convenience Store,Baseball Field,Fish & Chips Shop,Gym Pool,Liquor Store,Athletics & Sports,Vegetarian / Vegan Restaurant
Manly Vale,"(-33.7830838, 151.2659938)",9.18369026781006,"1,880,800",Indonesian Restaurant,Chinese Restaurant,Malay Restaurant,Thai Restaurant,Grocery Store,Golf Course,Liquor Store,Cafe,Fast Food Restaurant,Italian Restaurant
Concord West,"(-33.843168, 151.0920563)",11.585006118951053,"1,876,400",Gastropub,Harbor / Marina,Event Service,Cafe,Zoo Exhibit,Food & Drink Shop,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Bilgola,"(-33.6443165, 151.324484)",25.40325340923625,"1,873,800",Cafe,Park,Italian Restaurant,Beach,Japanese Restaurant,Bar,Bakery,Supermarket,Brazilian Restaurant,Restaurant
Russell Lea,"(-33.8585361, 151.1416007)",6.939170493150924,"1,864,100",Cafe,Japanese Restaurant,Italian Restaurant,Coffee Shop,Pizza Place,Bakery,Australian Restaurant,Ice Cream Shop,Sandwich Place,Bookstore
Taren Point,"(-34.0200181, 151.1226751)",20.27204874086786,"1,862,500",Cafe,Bar,Coffee Shop,Thai Restaurant,Pub,Bakery,Italian Restaurant,Ramen Restaurant,Dessert Shop,Australian Restaurant
Killarney Heights,"(-33.7724836, 151.221976)",9.146496828699963,"1,852,100",Trail,Fried Chicken Joint,Brewery,Theme Park,Playground,Cafe,Shop & Service,Tea Room,Zoo Exhibit,Flea Market
Concord,"(-33.8556716, 151.1067667)",10.151028613153931,"1,850,000",Cafe,Hotel,Australian Restaurant,Pub,Theater,Hotel Bar,Scenic Lookout,Bakery,Park,Coffee Shop
Gladesville,"(-33.8275, 151.1263889)",8.869631623609463,"1,848,900",Fast Food Restaurant,Sandwich Place,Park,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Little Bay,"(-33.9834309, 151.2470329)",14.543659339188054,"1,848,400",Cafe,Pizza Place,Beach,Italian Restaurant,Japanese Restaurant,Burger Joint,Seafood Restaurant,Gym,Fast Food Restaurant,Restaurant
Church Point,"(-33.6500957, 151.2853102)",23.58629322598189,"1,843,400",Italian Restaurant,Zoo Exhibit,Food & Drink Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Darlinghurst,"(-33.8783381, 151.219225)",2.621672895704881,"1,833,000",Korean Restaurant,Cafe,Japanese Restaurant,Pizza Place,Supermarket,Pharmacy,Gym,Bakery,Thai Restaurant,Bistro
Bondi Junction,"(-33.8930034, 151.2501228)",5.257908627112911,"1,826,300",Deli / Bodega,Scenic Lookout,Medical Supply Store,Park,Liquor Store,Burger Joint,Fountain,Fried Chicken Joint,Fruit & Vegetable Store,Frozen Yogurt Shop
Kogarah Bay,"(-33.9816792, 151.1239702)",16.466848701716405,"1,807,900",Chinese Restaurant,Vietnamese Restaurant,Fast Food Restaurant,Park,Train Station,Ice Cream Shop,Grocery Store,Flea Market,Field,Filipino Restaurant
Rosebery,"(-33.9185861, 151.204692)",7.156629989653225,"1,804,300",Shopping Mall,Fast Food Restaurant,Fruit & Vegetable Store,Pizza Place,Fried Chicken Joint,Gym Pool,Gym / Fitness Center,Grocery Store,Field,Filipino Restaurant
Annandale,"(-33.881224, 151.1709976)",5.12545733598712,"1,798,200",Boat or Ferry,Pizza Place,Bakery,Harbor / Marina,Athletics & Sports,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Dee Why,"(-33.7536635, 151.2899954)",13.124512026931832,"1,786,900",Cafe,Beach,Burger Joint,Seafood Restaurant,Shopping Mall,Park,Supermarket,Bar,Gas Station,Sports Bar
Rozelle,"(-33.8645002, 151.1743543)",4.041133228552206,"1,769,600",Grocery Store,Bakery,BBQ Joint,Train Station,Platform,Pizza Place,Restaurant,Zoo Exhibit,Field,Filipino Restaurant
Chatswood West,"(-33.7960029, 151.1597081)",8.375634091180547,"1,765,300",Cafe,Beach,Park,Restaurant,Bakery,Italian Restaurant,Japanese Restaurant,Supermarket,Cocktail Bar,Bar
Bella Vista,"(-33.7416936, 150.9547183)",27.292620759161373,"1,754,700",Park,Cafe,Pizza Place,Supermarket,Fried Chicken Joint,Thai Restaurant,Pharmacy,Coffee Shop,Deli / Bodega,Indian Restaurant
Oatley,"(-33.9841882, 151.0743856)",19.455456780237125,"1,754,500",Cafe,Italian Restaurant,Sandwich Place,Sports Bar,Shoe Store,Bakery,Pub,Japanese Restaurant,Sushi Restaurant,Harbor / Marina
Canada Bay,"(-33.84851275, 151.09758197601218)",11.023201200020003,"1,744,500",Stadium,Golf Course,Zoo Exhibit,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
East Ryde,"(-33.8097017, 151.1353884)",9.019356727216886,"1,740,300",Cafe,Pizza Place,Park,Grocery Store,Bakery,Light Rail Station,Pub,Sushi Restaurant,Fast Food Restaurant,Lebanese Restaurant
Phillip Bay,"(-33.9787887, 151.2327229)",13.833249492185937,"1,736,000",Gas Station,Athletics & Sports,Pub,Burger Joint,Cafe,Park,Liquor Store,Zoo Exhibit,Filipino Restaurant,Financial or Legal Service
Surry Hills,"(-33.8845123, 151.2100301)",3.3471426414540315,"1,735,400",Fast Food Restaurant,Supermarket,Coffee Shop,Athletics & Sports,Garden,Cafe,Grocery Store,Gym / Fitness Center,Thai Restaurant,Mediterranean Restaurant
Lilyfield,"(-33.8709879, 151.1616185)",5.381828821642537,"1,734,900",Cafe,Pizza Place,Fast Food Restaurant,Supermarket,Park,Golf Course,Bar,Gym,Train Station,Coffee Shop
Chifley,"(-33.9702813, 151.2394867)",12.983457337055569,"1,733,300",Platform,Park,Pub,Train Station,Zoo Exhibit,Flower Shop,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service
Pleasure Point,"(-33.9725, 150.9877778)",24.851872157632517,"1,730,000",Park,Campground,Theater,Movie Theater,Shopping Mall,Asian Restaurant,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Bilgola Plateau,"(-33.6438092, 151.315858)",25.151445105493174,"1,725,100",Park,Trail,Food & Drink Shop,Cafe,Shopping Plaza,Grocery Store,Zoo Exhibit,Flea Market,Field,Filipino Restaurant
Dural,"(-33.6876398, 151.0267199)",25.548605059034628,"1,723,000",Gym,Chinese Restaurant,Sports Bar,Park,Cantonese Restaurant,Playground,Shopping Mall,Pizza Place,Fishing Spot,Field
Elanora Heights,"(-33.6994613, 151.2750587)",18.066440515923414,"1,719,600",Pub,Convenience Store,Cafe,Shopping Mall,Seafood Restaurant,Fast Food Restaurant,Sandwich Place,Train Station,Bar,Distillery
North Wahroonga,"(-33.7024148, 151.1283034)",18.772632039726073,"1,711,600",Coffee Shop,Supermarket,Department Store,Cafe,Fast Food Restaurant,Shopping Mall,Dessert Shop,Park,Office,Malay Restaurant
Beecroft,"(-33.7497631, 151.0657475)",18.180276314579466,"1,709,400",Grocery Store,Garden Center,Shopping Mall,Supermarket,Electronics Store,Food & Drink Shop,Home Service,Golf Course,Hotel Bar,Coffee Shop
Stanmore,"(-33.8936689, 151.1656456)",6.377332417098416,"1,702,200",Chinese Restaurant,Korean Restaurant,Japanese Restaurant,Vietnamese Restaurant,Pub,Bakery,Frozen Yogurt Shop,Liquor Store,Train Station,Grocery Store
Huntleys Cove,"(-33.8383333, 151.1375)",7.532459995716,"1,699,200",Athletics & Sports,Deli / Bodega,Garden Center,Supermarket,Business Service,Cafe,Shopping Mall,Other Great Outdoors,Zoo Exhibit,Financial or Legal Service
Narrabeen,"(-33.7135699, 151.2978164)",17.384852874378776,"1,693,500",Cafe,Italian Restaurant,Bar,Pub,Park,Restaurant,Australian Restaurant,Japanese Restaurant,Coffee Shop,Bakery
Pagewood,"(-33.936838, 151.2216943)",9.11085846821375,"1,684,800",Fast Food Restaurant,Train Station,Supermarket,Gym,Platform,Liquor Store,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service
Five Dock,"(-33.8690024, 151.1290231)",8.241934978457245,"1,680,700",Grocery Store,Pizza Place,Shopping Mall,Cafe,Gym,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Mona Vale,"(-33.6769931, 151.3029577)",21.289492173089602,"1,680,400",Cafe,Italian Restaurant,Australian Restaurant,Park,Japanese Restaurant,Chinese Restaurant,Sushi Restaurant,Indian Restaurant,Hotel,Trail
Denistone,"(-33.7989066, 151.0887)",13.353696316365893,"1,677,300",Pier,Cafe,Boat or Ferry,Zoo Exhibit,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Eastwood,"(-33.79, 151.0844444)",14.178809823388852,"1,674,700",Cafe,Pub,Lebanese Restaurant,Burger Joint,Gas Station,Flower Shop,Fish & Chips Shop,Grocery Store,Thai Restaurant,Chinese Restaurant
West Pymble,"(-33.7646844, 151.1318993)",12.69793351830392,"1,671,300",Shopping Mall,Cafe,Fast Food Restaurant,Bowling Alley,Sandwich Place,Salad Place,Thai Restaurant,Grocery Store,Park,Sushi Restaurant
Allambie Heights,"(-33.7705067, 151.249675)",9.844329414385012,"1,668,100",Cafe,Pub,Bar,Ice Cream Shop,Pizza Place,Italian Restaurant,Vietnamese Restaurant,Restaurant,Bakery,Cocktail Bar
West Pennant Hills,"(-33.7478359, 151.0350621)",20.565368336343926,"1,664,800",Fast Food Restaurant,Cafe,Library,Fried Chicken Joint,Business Service,Dessert Shop,Food & Drink Shop,Supermarket,Motel,Golf Course
Glenhaven,"(-33.7027383, 151.0008049)",26.143887753488087,"1,663,700",Pizza Place,Italian Restaurant,Supermarket,Shopping Mall,Cafe,Grocery Store,Asian Restaurant,Food,Filipino Restaurant,Financial or Legal Service
Forest Lodge,"(-33.8805556, 151.1783333)",4.537914068512636,"1,657,800",Cafe,Pub,Thai Restaurant,Bar,Italian Restaurant,Cocktail Bar,Bakery,Coffee Shop,Greek Restaurant,Grocery Store
South Turramurra,"(-33.7510951, 151.1084667)",15.242769426142733,"1,653,300",Cafe,Hotel,Movie Theater,Australian Restaurant,Athletics & Sports,Flea Market,Pier,Pizza Place,Grocery Store,Bar
Sans Souci,"(-33.9926292, 151.1337972)",17.09065246840743,"1,647,800",Park,Italian Restaurant,Bar,Pizza Place,Cafe,Bus Station,Grocery Store,Gym,Gym Pool,Buffet
Summer Hill,"(-33.8933952, 151.1368729)",8.51611619718734,"1,646,300",Fast Food Restaurant,Racetrack,Liquor Store,Food Truck,Supermarket,Bowling Alley,Cafe,Gym,Train Station,Electronics Store
Brighton Le Sands,"(-33.9580947, 151.1526052)",12.888177761451786,"1,645,100",Pizza Place,Neighborhood,Middle Eastern Restaurant,Supermarket,Cosmetics Shop,Convenience Store,Cafe,Zoo Exhibit,Food,Financial or Legal Service
North Ryde,"(-33.7975472, 151.127306)",10.414237410307146,"1,638,300",Park,Supermarket,Pizza Place,Gym,Shopping Mall,Fast Food Restaurant,Coffee Shop,Furniture / Home Store,Doctor's Office,Dog Run
North Strathfield,"(-33.8588178, 151.088578)",11.841894850479093,"1,627,300",Cafe,Park,Supermarket,Beach,Japanese Restaurant,Pet Store,Shopping Mall,Gym,Bistro,Grocery Store
Wheeler Heights,"(-33.7286867, 151.2806965)",15.202564753876905,"1,626,000",Cafe,Sports Bar,Sushi Restaurant,Fast Food Restaurant,Gym,Grocery Store,Coffee Shop,Sandwich Place,Park,Brewery
La Perouse,"(-33.9887589, 151.2318011)",14.92473442763756,"1,622,300",Cafe,Pub,Pizza Place,Park,Italian Restaurant,Australian Restaurant,Japanese Restaurant,Thai Restaurant,Fish & Chips Shop,Grocery Store
Matraville,"(-33.9639325, 151.2334198)",12.204598217099715,"1,618,600",Sports Bar,Japanese Restaurant,Park,Thai Restaurant,Gym,Supermarket,Pizza Place,Auto Workshop,Liquor Store,Shopping Mall
Belrose,"(-33.730009, 151.2191438)",13.845630854028986,"1,612,200",Cafe,Convenience Store,Bus Station,Grocery Store,Sushi Restaurant,Liquor Store,Coffee Shop,Bakery,Supermarket,Pizza Place
Petersham,"(-33.8945061, 151.1554222)",7.160066324835664,"1,609,500",Cafe,Bakery,Italian Restaurant,Australian Restaurant,Soccer Field,Burger Joint,Grocery Store,Surf Spot,Sushi Restaurant,Gym
Monterey,"(-33.9720137, 151.1480392)",14.457578615195878,"1,608,500",Airport,Park,Bus Station,Lake,Grocery Store,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Kentlyn,"(-34.0591667, 150.8697222)",39.25451181393164,"1,608,300",Cafe,Grocery Store,Track,Soccer Field,Pizza Place,Zoo Exhibit,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Alexandria,"(-33.9091568, 151.1921281)",6.433938757057683,"1,602,400",Cafe,Thai Restaurant,Supermarket,Italian Restaurant,Gym,Fried Chicken Joint,Fruit & Vegetable Store,Sandwich Place,Greek Restaurant,Seafood Restaurant
Forestville,"(-33.7620891, 151.2150889)",10.285911873193976,"1,600,100",Cafe,Pub,Seafood Restaurant,Italian Restaurant,Fish Market,Park,Pizza Place,Thai Restaurant,Coffee Shop,Japanese Restaurant
Davidson,"(-33.7398592, 151.1942222)",12.915960330777173,"1,598,000",Gym,Fast Food Restaurant,Australian Restaurant,Gym Pool,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Beacon Hill,"(-33.751787, 151.2600828)",12.120892822034893,"1,596,500",Platform,Bakery,Fried Chicken Joint,Train Station,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Blakehurst,"(-33.9898519, 151.1085596)",17.996900280968692,"1,589,300",Burger Joint,Cricket Ground,Other Repair Shop,Pizza Place,Zoo Exhibit,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Frenchs Forest,"(-33.7479954, 151.2292718)",11.907682532457152,"1,588,200",Pizza Place,Park,Middle Eastern Restaurant,Supermarket,Bus Station,Shopping Plaza,Fast Food Restaurant,Flower Shop,Filipino Restaurant,Financial or Legal Service
Port Hacking,"(-34.07353, 151.12613)",25.656299615690788,"1,585,600",Bakery,Thai Restaurant,Gym,Coffee Shop,Cafe,Supermarket,Pizza Place,Fast Food Restaurant,Train Station,Pharmacy
Dulwich Hill,"(-33.9045849, 151.1386091)",9.07418343382108,"1,579,400",Fast Food Restaurant,Lebanese Restaurant,Platform,Pub,Convenience Store,Buffet,Supermarket,Middle Eastern Restaurant,Sandwich Place,Train Station
Homebush,"(-33.860451, 151.0806118)",12.586170851832971,"1,574,100",Harbor / Marina,Trail,Home Service,Roof Deck,Cafe,Liquor Store,Zoo Exhibit,Fishing Spot,Field,Filipino Restaurant
Ashfield,"(-33.8894781, 151.1274125)",9.091367013960175,"1,571,900",Beach,Vacation Rental,Zoo Exhibit,Farmers Market,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Ryde,"(-33.801575099999994, 151.1046183940153)",11.918525888420255,"1,568,000",Asian Restaurant,Chinese Restaurant,Fast Food Restaurant,Supermarket,Thai Restaurant,Convenience Store,Coffee Shop,Gym,Flower Shop,Filipino Restaurant
Denistone East,"(-33.7962842, 151.0982887)",12.720446582890265,"1,545,500",Fast Food Restaurant,Frozen Yogurt Shop,Paper / Office Supplies Store,Supermarket,Lebanese Restaurant,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Caringbah South,"(-34.0554491, 151.1205937)",23.95365169742746,"1,544,000",Grocery Store,Business Service,Event Service,Convenience Store,Cafe,Food Truck,Chinese Restaurant,Football Stadium,Flower Shop,Financial or Legal Service
Eastgardens,"(-33.9447657, 151.2250921)",10.009245380223412,"1,543,500",Surf Spot,Park,Gym,Beach,Business Service,Cafe,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Killcare,"(-33.5270751, 151.3621333)",38.78020803962881,"1,542,500",Cafe,Park,Hotel,Lebanese Restaurant,Pet Store,Train Station,Electronics Store,Grocery Store,Restaurant,Seafood Restaurant
Melrose Park,"(-33.8153435, 151.0733298)",13.952707920506112,"1,539,100",Park,Pub,Video Store,Golf Course,Flower Shop,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Cromer,"(-33.7385227, 151.2762995)",14.03920694050074,"1,536,100",BBQ Joint,Bus Station,Cafe,Convenience Store,Zoo Exhibit,Food & Drink Shop,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Brighton-le-sands,"(-33.9580947, 151.1526052)",12.888177761451786,"1,534,200",Cafe,Pub,Convenience Store,Hotel Bar,Pizza Place,Restaurant,Pharmacy,Sandwich Place,Burger Joint,Train Station
Pyrmont,"(-33.8692145, 151.1923633)",2.742278396472674,"1,529,000",Food & Drink Shop,Cafe,Mexican Restaurant,Home Service,Australian Restaurant,Park,Fountain,Fried Chicken Joint,Fruit & Vegetable Store,Filipino Restaurant
Hardys Bay,"(-33.5269717, 151.3542799)",38.543463233826365,"1,525,000",Italian Restaurant,Cafe,Park,Fast Food Restaurant,Pizza Place,Light Rail Station,Tennis Court,Gym,Farmers Market,Grocery Store
Chippendale,"(-33.8863291, 151.1998211)",3.819246681291306,"1,519,900",Cafe,Sports Club,Bakery,Grocery Store,Shopping Mall,Fast Food Restaurant,Diner,Distillery,Food Court,Fish Market
Redfern,"(-33.8931044, 151.2040292)",4.39981282660005,"1,519,800",Beach,Liquor Store,Cafe,Bistro,Food Truck,Athletics & Sports,Boat or Ferry,Fish & Chips Shop,Fish Market,Fishing Spot
Carss Park,"(-33.9869843, 151.1169446)",17.30877989581602,"1,516,600",Cafe,Indian Restaurant,Chinese Restaurant,Hotel,Sandwich Place,Pub,Thai Restaurant,Coffee Shop,Asian Restaurant,Sports Bar
Hurstville Grove,"(-33.9775526, 151.0929579)",17.769846150587426,"1,514,600",Convenience Store,Snack Place,Park,Australian Restaurant,High School,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Hurlstone Park,"(-33.91, 151.1286111)",10.173858045207654,"1,512,700",Fast Food Restaurant,Pub,Flower Shop,Trail,Train Station,Liquor Store,Grocery Store,Sandwich Place,Fish & Chips Shop,Farmers Market
Ashbury,"(-33.9001107, 151.1180724)",10.396536375682157,"1,512,500",Cafe,Sandwich Place,Department Store,Fish & Chips Shop,Electronics Store,Shopping Mall,Soccer Field,Fast Food Restaurant,Liquor Store,Flea Market
Woolooware,"(-34.0448411, 151.1401717)",22.22612707808557,"1,496,700",Fast Food Restaurant,Convenience Store,Pizza Place,Bar,Fried Chicken Joint,French Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Denistone West,"(-33.8005739, 151.0767642)",14.262318180351686,"1,489,000",Park,Pier,Australian Restaurant,Cafe,Harbor / Marina,Sports Club,Skate Park,Pizza Place,Gym,Thai Restaurant
Woolloomooloo,"(-33.8718758, 151.2192218)",1.9095590345067923,"1,482,500",Coffee Shop,Supermarket,Department Store,Cafe,Shopping Mall,Fast Food Restaurant,Park,Pizza Place,Bakery,Athletics & Sports
Marrickville,"(-33.9103854, 151.1556908)",8.342150507783183,"1,468,000",Asian Restaurant,Fast Food Restaurant,Mexican Restaurant,Gas Station,Bus Station,Social Club,Supermarket,Convenience Store,Thai Restaurant,Food
Enfield,"(-33.8900628, 151.0959145)",11.81804033080257,"1,467,700",Park,Supermarket,Cafe,Shopping Mall,Chocolate Shop,Juice Bar,Platform,Pizza Place,Soccer Field,Train Station
Potts Hill,"(-33.8922191, 151.0329222)",17.480103116323203,"1,466,000",Coffee Shop,Park,Platform,Shopping Mall,Train Station,Fast Food Restaurant,Supermarket,Bakery,Paper / Office Supplies Store,Bar
North Narrabeen,"(-33.70098, 151.2936426)",18.500520626697906,"1,464,100",Cafe,Outlet Store,Clothing Store,Grocery Store,Indian Restaurant,Korean Restaurant,Lebanese Restaurant,Gym,Shopping Mall,Shoe Store
Newtown,"(-33.8961132, 151.1801893)",5.678050551561233,"1,460,500",Vietnamese Restaurant,Grocery Store,Dim Sum Restaurant,Athletics & Sports,Tennis Stadium,Sandwich Place,Farmers Market,Middle Eastern Restaurant,Park,Optical Shop
Terrey Hills,"(-33.6918185, 151.2205908)",18.083432652032517,"1,456,400",Vacation Rental,Department Store,Supermarket,Shopping Mall,Flea Market,Coffee Shop,Fast Food Restaurant,Zoo Exhibit,Filipino Restaurant,Financial or Legal Service
North Epping,"(-33.7586111, 151.0941667)",15.558873471358535,"1,449,400",Playground,Soccer Field,Park,French Restaurant,Fountain,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Darlington,"(-33.890862, 151.1932156)",4.539694688360683,"1,447,200",Grocery Store,Italian Restaurant,Cafe,Athletics & Sports,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Lewisham,"(-33.8953868, 151.1466449)",7.871869958808457,"1,446,400",Fast Food Restaurant,Gym,Pizza Place,Italian Restaurant,French Restaurant,Flea Market,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Earlwood,"(-33.9247222, 151.1313889)",11.047359330882015,"1,446,200",Cafe,Thai Restaurant,Park,Shopping Mall,Japanese Restaurant,Supermarket,Liquor Store,Seafood Restaurant,Pizza Place,Bakery
Dolls Point,"(-33.9936111, 151.1447222)",16.763354116581258,"1,445,000",Cafe,Park,Pier,Skate Park,Grocery Store,Seafood Restaurant,Harbor / Marina,Bar,Bakery,Liquor Store
West Ryde,"(-33.8094444, 151.0858333)",13.096559795652745,"1,444,200",Platform,Supermarket,Pizza Place,Gym,Park,Bakery,Train Station,Camera Store,Hotel,Convenience Store
Narraweena,"(-33.7502066, 151.2741566)",12.774257617624675,"1,442,700",Chinese Restaurant,Supermarket,Fast Food Restaurant,Asian Restaurant,Coffee Shop,Vietnamese Restaurant,Cantonese Restaurant,Dumpling Restaurant,Cafe,Japanese Restaurant
Daceyville,"(-33.9289328, 151.2251839)",8.260667086528551,"1,439,800",Park,Italian Restaurant,Harbor / Marina,Convenience Store,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Leichhardt,"(-33.8819328, 151.155867)",6.361874173394978,"1,439,700",Shopping Mall,Seafood Restaurant,Bakery,Cafe,Convenience Store,Construction & Landscaping,Gym,Flower Shop,Filipino Restaurant,Financial or Legal Service
Castle Hill,"(-33.7315318, 151.0071718)",23.71966600099227,"1,436,400",Furniture / Home Store,Paper / Office Supplies Store,Coffee Shop,Cafe,Candy Store,Flower Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Cherrybrook,"(-33.7227778, 151.0461111)",21.526003720427408,"1,429,900",Travel & Transport,Golf Course,Flower Shop,Zoo Exhibit,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Mays Hill,"(-33.8205758, 150.9884915)",21.439291203568718,"1,428,300",Pizza Place,Bakery,Thai Restaurant,Indian Restaurant,Grocery Store,Fast Food Restaurant,Japanese Restaurant,Seafood Restaurant,Fishing Spot,Field
Erskineville,"(-33.9021718, 151.1859881)",5.961185894791948,"1,422,800",Bakery,Supermarket,Shopping Mall,Cafe,Golf Course,Coffee Shop,Restaurant,Zoo Exhibit,Flower Shop,Filipino Restaurant
Camperdown,"(-33.8896116, 151.1800986)",5.119638152421968,"1,415,600",Burger Joint,Indian Restaurant,Chinese Restaurant,Pizza Place,Construction & Landscaping,Park,Football Stadium,Frozen Yogurt Shop,Field,Filipino Restaurant
Warriewood,"(-33.690306, 151.2942716)",19.619302602776667,"1,414,000",Pub,Park,Fast Food Restaurant,Thai Restaurant,Coffee Shop,Liquor Store,Athletics & Sports,Shopping Mall,Grocery Store,Food
Arcadia,"(-33.6227289, 151.0605602)",29.518945010031608,"1,412,500",Cafe,Indonesian Restaurant,Chinese Restaurant,Mexican Restaurant,Malay Restaurant,Theater,Convenience Store,Burger Joint,Pizza Place,Coffee Shop
Hurstville,"(-33.960707, 151.1003611)",15.913396919102464,"1,408,300",Rental Car Location,Zoo Exhibit,Food & Drink Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Enmore,"(-33.8996968, 151.170986)",6.517509661541276,"1,397,000",Home Service,Cafe,Zoo Exhibit,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Ramsgate,"(-33.982713, 151.1399314)",15.853374178160493,"1,388,800",Cafe,Bakery,Pool,Zoo Exhibit,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Eastlakes,"(-33.9310733, 151.2113667)",8.471606930601137,"1,380,500",Beach,Liquor Store,Cafe,Bistro,Food Truck,Boat or Ferry,Zoo Exhibit,Fish & Chips Shop,Fish Market,Fishing Spot
Minto Heights,"(-34.0379407, 150.8715274)",37.80620457658885,"1,378,300",Beach,Hotel Pool,Hotel,Restaurant,French Restaurant,Frozen Yogurt Shop,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service
